frame_number;seconds;resolution
8735;349.4;640x480
8736;349.44;640x480
8737;349.48;640x480
8738;349.52;640x480
8739;349.56;640x480
8740;349.6;640x480
8741;349.64;640x480
8742;349.68;640x480
8743;349.72;640x480
8744;349.76;640x480
8745;349.8;640x480
8746;349.84;640x480
8747;349.88;640x480
8748;349.92;640x480
8749;349.96;640x480
8750;350;640x480
8751;350.04;640x480
8752;350.08;640x480
8753;350.12;640x480
8754;350.16;640x480
8755;350.2;640x480
8756;350.24;640x480
8757;350.28;640x480
8758;350.32;640x480
8759;350.36;640x480
8760;350.4;640x480
8761;350.44;640x480
8762;350.48;640x480
8763;350.52;640x480
8764;350.56;640x480
8765;350.6;640x480
8766;350.64;640x480
8767;350.68;640x480
8768;350.72;640x480
8769;350.76;640x480
8770;350.8;640x480
8771;350.84;640x480
8772;350.88;640x480
8773;350.92;640x480
8774;350.96;640x480
8775;351;640x480
8776;351.04;640x480
8777;351.08;640x480
8778;351.12;640x480
8779;351.16;640x480
8780;351.2;640x480
8781;351.24;640x480
8782;351.28;640x480
8783;351.32;640x480
8784;351.36;640x480
8785;351.4;640x480
8786;351.44;640x480
8787;351.48;640x480
8788;351.52;640x480
8789;351.56;640x480
8790;351.6;640x480
8791;351.64;640x480
8792;351.68;640x480
8793;351.72;640x480
8794;351.76;640x480
8795;351.8;640x480
8796;351.84;640x480
8797;351.88;640x480
8798;351.92;640x480
8799;351.96;640x480
8800;352;640x480
8801;352.04;640x480
8802;352.08;640x480
8803;352.12;640x480
8804;352.16;640x480
8805;352.2;640x480
8806;352.24;640x480
8807;352.28;640x480
8808;352.32;640x480
8809;352.36;640x480
8810;352.4;640x480
8811;352.44;640x480
8812;352.48;640x480
8813;352.52;640x480
8814;352.56;640x480
8815;352.6;640x480
8816;352.64;640x480
8817;352.68;640x480
8818;352.72;640x480
8819;352.76;640x480
8820;352.8;640x480
8821;352.84;640x480
8822;352.88;640x480
8823;352.92;640x480
8824;352.96;640x480
8825;353;640x480
8826;353.04;640x480
8827;353.08;640x480
8828;353.12;640x480
8829;353.16;640x480
8830;353.2;640x480
8831;353.24;640x480
8832;353.28;640x480
8833;353.32;640x480
8834;353.36;640x480
8835;353.4;640x480
8836;353.44;640x480
8837;353.48;640x480
8838;353.52;640x480
8839;353.56;640x480
8840;353.6;640x480
8841;353.64;640x480
8842;353.68;640x480
8843;353.72;640x480
8844;353.76;640x480
8845;353.8;640x480
8846;353.84;640x480
8847;353.88;640x480
8848;353.92;640x480
8849;353.96;640x480
8850;354;640x480
8851;354.04;640x480
8852;354.08;640x480
8853;354.12;640x480
8854;354.16;640x480
8855;354.2;640x480
8856;354.24;640x480
8857;354.28;640x480
8858;354.32;640x480
8859;354.36;640x480
8860;354.4;640x480
8861;354.44;640x480
8862;354.48;640x480
8863;354.52;640x480
8864;354.56;640x480
8865;354.6;640x480
8866;354.64;640x480
8867;354.68;640x480
8868;354.72;640x480
8869;354.76;640x480
8870;354.8;640x480
8871;354.84;640x480
8872;354.88;640x480
8873;354.92;640x480
8874;354.96;640x480
8875;355;640x480
8876;355.04;640x480
8877;355.08;640x480
8878;355.12;640x480
8879;355.16;640x480
8880;355.2;640x480
8881;355.24;640x480
8882;355.28;640x480
8883;355.32;640x480
8884;355.36;640x480
8885;355.4;640x480
8886;355.44;640x480
8887;355.48;640x480
8888;355.52;640x480
8889;355.56;640x480
8890;355.6;640x480
8891;355.64;640x480
8892;355.68;640x480
8893;355.72;640x480
8894;355.76;640x480
8895;355.8;640x480
8896;355.84;640x480
8897;355.88;640x480
8898;355.92;640x480
8899;355.96;640x480
8900;356;640x480
8901;356.04;640x480
8902;356.08;640x480
8903;356.12;640x480
8904;356.16;640x480
8905;356.2;640x480
8906;356.24;640x480
8907;356.28;640x480
8908;356.32;640x480
8909;356.36;640x480
8910;356.4;640x480
8911;356.44;640x480
8912;356.48;640x480
8913;356.52;640x480
8914;356.56;640x480
8915;356.6;640x480
8916;356.64;640x480
8917;356.68;640x480
8918;356.72;640x480
8919;356.76;640x480
8920;356.8;640x480
8921;356.84;640x480
8922;356.88;640x480
8923;356.92;640x480
8924;356.96;640x480
8925;357;640x480
8926;357.04;640x480
8927;357.08;640x480
8928;357.12;640x480
8929;357.16;640x480
8930;357.2;640x480
8931;357.24;640x480
8932;357.28;640x480
8933;357.32;640x480
8934;357.36;640x480
8935;357.4;640x480
8936;357.44;640x480
8937;357.48;640x480
8938;357.52;640x480
8939;357.56;640x480
8940;357.6;640x480
8941;357.64;640x480
8942;357.68;640x480
8943;357.72;640x480
8944;357.76;640x480
8945;357.8;640x480
8946;357.84;640x480
8947;357.88;640x480
8948;357.92;640x480
8949;357.96;640x480
8950;358;640x480
8951;358.04;640x480
8952;358.08;640x480
8953;358.12;640x480
8954;358.16;640x480
8955;358.2;640x480
8956;358.24;640x480
8957;358.28;640x480
8958;358.32;640x480
8959;358.36;640x480
8960;358.4;640x480
8961;358.44;640x480
8962;358.48;640x480
8963;358.52;640x480
8964;358.56;640x480
8965;358.6;640x480
8966;358.64;640x480
8967;358.68;640x480
8968;358.72;640x480
8969;358.76;640x480
8970;358.8;640x480
8971;358.84;640x480
8972;358.88;640x480
8973;358.92;640x480
8974;358.96;640x480
8975;359;640x480
8976;359.04;640x480
8977;359.08;640x480
8978;359.12;640x480
8979;359.16;640x480
8980;359.2;640x480
8981;359.24;640x480
8982;359.28;640x480
8983;359.32;640x480
8984;359.36;640x480
8985;359.4;640x480
8986;359.44;640x480
8987;359.48;640x480
8988;359.52;640x480
8989;359.56;640x480
8990;359.6;640x480
8991;359.64;640x480
8992;359.68;640x480
8993;359.72;640x480
8994;359.76;640x480
8995;359.8;640x480
8996;359.84;640x480
8997;359.88;640x480
8998;359.92;640x480
8999;359.96;640x480
9000;360;640x480
9001;360.04;640x480
9002;360.08;640x480
9003;360.12;640x480
9004;360.16;640x480
9005;360.2;640x480
9006;360.24;640x480
9007;360.28;640x480
9008;360.32;640x480
9009;360.36;640x480
9010;360.4;640x480
9011;360.44;640x480
9012;360.48;640x480
9013;360.52;640x480
9014;360.56;640x480
9015;360.6;640x480
9016;360.64;640x480
9017;360.68;640x480
9018;360.72;640x480
9019;360.76;640x480
9020;360.8;640x480
9021;360.84;640x480
9022;360.88;640x480
9023;360.92;640x480
9024;360.96;640x480
9025;361;640x480
9026;361.04;640x480
9027;361.08;640x480
9028;361.12;640x480
9029;361.16;640x480
9030;361.2;640x480
9031;361.24;640x480
9032;361.28;640x480
9033;361.32;640x480
9034;361.36;640x480
9035;361.4;640x480
9036;361.44;640x480
9037;361.48;640x480
9038;361.52;640x480
9039;361.56;640x480
9040;361.6;640x480
9041;361.64;640x480
9042;361.68;640x480
9043;361.72;640x480
9044;361.76;640x480
9045;361.8;640x480
9046;361.84;640x480
9047;361.88;640x480
9048;361.92;640x480
9049;361.96;640x480
9050;362;640x480
9051;362.04;640x480
9052;362.08;640x480
9053;362.12;640x480
9054;362.16;640x480
9055;362.2;640x480
9056;362.24;640x480
9057;362.28;640x480
9058;362.32;640x480
9059;362.36;640x480
9060;362.4;640x480
9061;362.44;640x480
9062;362.48;640x480
9063;362.52;640x480
9064;362.56;640x480
9065;362.6;640x480
9066;362.64;640x480
9067;362.68;640x480
9068;362.72;640x480
9069;362.76;640x480
9070;362.8;640x480
9071;362.84;640x480
9072;362.88;640x480
9073;362.92;640x480
9074;362.96;640x480
9075;363;640x480
9076;363.04;640x480
9077;363.08;640x480
9078;363.12;640x480
9079;363.16;640x480
9080;363.2;640x480
9081;363.24;640x480
9082;363.28;640x480
9083;363.32;640x480
9084;363.36;640x480
9085;363.4;640x480
9086;363.44;640x480
9087;363.48;640x480
9088;363.52;640x480
9089;363.56;640x480
9090;363.6;640x480
9091;363.64;640x480
9092;363.68;640x480
9093;363.72;640x480
9094;363.76;640x480
9095;363.8;640x480
9096;363.84;640x480
9097;363.88;640x480
9098;363.92;640x480
9099;363.96;640x480
9100;364;640x480
9101;364.04;640x480
9102;364.08;640x480
9103;364.12;640x480
9104;364.16;640x480
9105;364.2;640x480
9106;364.24;640x480
9107;364.28;640x480
9108;364.32;640x480
9109;364.36;640x480
9110;364.4;640x480
9111;364.44;640x480
9112;364.48;640x480
9113;364.52;640x480
9114;364.56;640x480
9115;364.6;640x480
9116;364.64;640x480
9117;364.68;640x480
9118;364.72;640x480
9119;364.76;640x480
9120;364.8;640x480
9121;364.84;640x480
9122;364.88;640x480
9123;364.92;640x480
9124;364.96;640x480
9125;365;640x480
9126;365.04;640x480
9127;365.08;640x480
9128;365.12;640x480
9129;365.16;640x480
9130;365.2;640x480
9131;365.24;640x480
9132;365.28;640x480
9133;365.32;640x480
9134;365.36;640x480
9135;365.4;640x480
9136;365.44;640x480
9137;365.48;640x480
9138;365.52;640x480
9139;365.56;640x480
9140;365.6;640x480
9141;365.64;640x480
9142;365.68;640x480
9143;365.72;640x480
9144;365.76;640x480
9145;365.8;640x480
9146;365.84;640x480
9147;365.88;640x480
9148;365.92;640x480
9149;365.96;640x480
9150;366;640x480
9151;366.04;640x480
9152;366.08;640x480
9153;366.12;640x480
9154;366.16;640x480
9155;366.2;640x480
9156;366.24;640x480
9157;366.28;640x480
9158;366.32;640x480
9159;366.36;640x480
9160;366.4;640x480
9161;366.44;640x480
9162;366.48;640x480
9163;366.52;640x480
9164;366.56;640x480
9165;366.6;640x480
9166;366.64;640x480
9167;366.68;640x480
9168;366.72;640x480
9169;366.76;640x480
9170;366.8;640x480
9171;366.84;640x480
9172;366.88;640x480
9173;366.92;640x480
9174;366.96;640x480
9175;367;640x480
9176;367.04;640x480
9177;367.08;640x480
9178;367.12;640x480
9179;367.16;640x480
9180;367.2;640x480
9181;367.24;640x480
9182;367.28;640x480
9183;367.32;640x480
9184;367.36;640x480
9185;367.4;640x480
9186;367.44;640x480
9187;367.48;640x480
9188;367.52;640x480
9189;367.56;640x480
9190;367.6;640x480
9191;367.64;640x480
9192;367.68;640x480
9193;367.72;640x480
9194;367.76;640x480
9195;367.8;640x480
9196;367.84;640x480
9197;367.88;640x480
9198;367.92;640x480
9199;367.96;640x480
9200;368;640x480
9201;368.04;640x480
9202;368.08;640x480
9203;368.12;640x480
9204;368.16;640x480
9205;368.2;640x480
9206;368.24;640x480
9207;368.28;640x480
9208;368.32;640x480
9209;368.36;640x480
9210;368.4;640x480
9211;368.44;640x480
9212;368.48;640x480
9213;368.52;640x480
9214;368.56;640x480
9215;368.6;640x480
9216;368.64;640x480
9217;368.68;640x480
9218;368.72;640x480
9219;368.76;640x480
9220;368.8;640x480
9221;368.84;640x480
9222;368.88;640x480
9223;368.92;640x480
9224;368.96;640x480
9225;369;640x480
9226;369.04;640x480
9227;369.08;640x480
9228;369.12;640x480
9229;369.16;640x480
9230;369.2;640x480
9231;369.24;640x480
9232;369.28;640x480
9233;369.32;640x480
9234;369.36;640x480
9235;369.4;640x480
9236;369.44;640x480
9237;369.48;640x480
9238;369.52;640x480
9239;369.56;640x480
9240;369.6;640x480
9241;369.64;640x480
9242;369.68;640x480
9243;369.72;640x480
9244;369.76;640x480
9245;369.8;640x480
9246;369.84;640x480
9247;369.88;640x480
9248;369.92;640x480
9249;369.96;640x480
9250;370;640x480
9251;370.04;640x480
9252;370.08;640x480
9253;370.12;640x480
9254;370.16;640x480
9255;370.2;640x480
9256;370.24;640x480
9257;370.28;640x480
9258;370.32;640x480
9259;370.36;640x480
9260;370.4;640x480
9261;370.44;640x480
9262;370.48;640x480
9263;370.52;640x480
9264;370.56;640x480
9265;370.6;640x480
9266;370.64;640x480
9267;370.68;640x480
9268;370.72;640x480
9269;370.76;640x480
9270;370.8;640x480
9271;370.84;640x480
9272;370.88;640x480
9273;370.92;640x480
9274;370.96;640x480
9275;371;640x480
9276;371.04;640x480
9277;371.08;640x480
9278;371.12;640x480
9279;371.16;640x480
9280;371.2;640x480
9281;371.24;640x480
9282;371.28;640x480
9283;371.32;640x480
9284;371.36;640x480
9285;371.4;640x480
9286;371.44;640x480
9287;371.48;640x480
9288;371.52;640x480
9289;371.56;640x480
9290;371.6;640x480
9291;371.64;640x480
9292;371.68;640x480
9293;371.72;640x480
9294;371.76;640x480
9295;371.8;640x480
9296;371.84;640x480
9297;371.88;640x480
9298;371.92;640x480
9299;371.96;640x480
9300;372;640x480
9301;372.04;640x480
9302;372.08;640x480
9303;372.12;640x480
9304;372.16;640x480
9305;372.2;640x480
9306;372.24;640x480
9307;372.28;640x480
9308;372.32;640x480
9309;372.36;640x480
9310;372.4;640x480
9311;372.44;640x480
9312;372.48;640x480
9313;372.52;640x480
9314;372.56;640x480
9315;372.6;640x480
9316;372.64;640x480
9317;372.68;640x480
9318;372.72;640x480
9319;372.76;640x480
9320;372.8;640x480
9321;372.84;640x480
9322;372.88;640x480
9323;372.92;640x480
9324;372.96;640x480
9325;373;640x480
9326;373.04;640x480
9327;373.08;640x480
9328;373.12;640x480
9329;373.16;640x480
9330;373.2;640x480
9331;373.24;640x480
9332;373.28;640x480
9333;373.32;640x480
9334;373.36;640x480
9335;373.4;640x480
9336;373.44;640x480
9337;373.48;640x480
9338;373.52;640x480
9339;373.56;640x480
9340;373.6;640x480
9341;373.64;640x480
9342;373.68;640x480
9343;373.72;640x480
9344;373.76;640x480
9345;373.8;640x480
9346;373.84;640x480
9347;373.88;640x480
9348;373.92;640x480
9349;373.96;640x480
9350;374;640x480
9351;374.04;640x480
9352;374.08;640x480
9353;374.12;640x480
9354;374.16;640x480
9355;374.2;640x480
9356;374.24;640x480
9357;374.28;640x480
9358;374.32;640x480
9359;374.36;640x480
9360;374.4;640x480
9361;374.44;640x480
9362;374.48;640x480
9363;374.52;640x480
9364;374.56;640x480
9365;374.6;640x480
9366;374.64;640x480
9367;374.68;640x480
9368;374.72;640x480
9369;374.76;640x480
9370;374.8;640x480
9371;374.84;640x480
9372;374.88;640x480
9373;374.92;640x480
9374;374.96;640x480
9375;375;640x480
9376;375.04;640x480
9377;375.08;640x480
9378;375.12;640x480
9379;375.16;640x480
9380;375.2;640x480
9381;375.24;640x480
9382;375.28;640x480
9383;375.32;640x480
9384;375.36;640x480
9385;375.4;640x480
9386;375.44;640x480
9387;375.48;640x480
9388;375.52;640x480
9389;375.56;640x480
9390;375.6;640x480
9391;375.64;640x480
9392;375.68;640x480
9393;375.72;640x480
9394;375.76;640x480
9395;375.8;640x480
9396;375.84;640x480
9397;375.88;640x480
9398;375.92;640x480
9399;375.96;640x480
9400;376;640x480
9401;376.04;640x480
9402;376.08;640x480
9403;376.12;640x480
9404;376.16;640x480
9405;376.2;640x480
9406;376.24;640x480
9407;376.28;640x480
9408;376.32;640x480
9409;376.36;640x480
9410;376.4;640x480
9411;376.44;640x480
9412;376.48;640x480
9413;376.52;640x480
9414;376.56;640x480
9415;376.6;640x480
9416;376.64;640x480
9417;376.68;640x480
9418;376.72;640x480
9419;376.76;640x480
9420;376.8;640x480
9421;376.84;640x480
9422;376.88;640x480
9423;376.92;640x480
9424;376.96;640x480
9425;377;640x480
9426;377.04;640x480
9427;377.08;640x480
9428;377.12;640x480
9429;377.16;640x480
9430;377.2;640x480
9431;377.24;640x480
9432;377.28;640x480
9433;377.32;640x480
9434;377.36;640x480
9435;377.4;640x480
9436;377.44;640x480
9437;377.48;640x480
9438;377.52;640x480
9439;377.56;640x480
9440;377.6;640x480
9441;377.64;640x480
9442;377.68;640x480
9443;377.72;640x480
9444;377.76;640x480
9445;377.8;640x480
9446;377.84;640x480
9447;377.88;640x480
9448;377.92;640x480
9449;377.96;640x480
9450;378;640x480
9451;378.04;640x480
9452;378.08;640x480
9453;378.12;640x480
9454;378.16;640x480
9455;378.2;640x480
9456;378.24;640x480
9457;378.28;640x480
9458;378.32;640x480
9459;378.36;640x480
9460;378.4;640x480
9461;378.44;640x480
9462;378.48;640x480
9463;378.52;640x480
9464;378.56;640x480
9465;378.6;640x480
9466;378.64;640x480
9467;378.68;640x480
9468;378.72;640x480
9469;378.76;640x480
9470;378.8;640x480
9471;378.84;640x480
9472;378.88;640x480
9473;378.92;640x480
9474;378.96;640x480
9475;379;640x480
9476;379.04;640x480
9477;379.08;640x480
9478;379.12;640x480
9479;379.16;640x480
9480;379.2;640x480
9481;379.24;640x480
9482;379.28;640x480
9483;379.32;640x480
9484;379.36;640x480
9485;379.4;640x480
9486;379.44;640x480
9487;379.48;640x480
9488;379.52;640x480
9489;379.56;640x480
9490;379.6;640x480
9491;379.64;640x480
9492;379.68;640x480
9493;379.72;640x480
9494;379.76;640x480
9495;379.8;640x480
9496;379.84;640x480
9497;379.88;640x480
9498;379.92;640x480
9499;379.96;640x480
9500;380;640x480
9501;380.04;640x480
9502;380.08;640x480
9503;380.12;640x480
9504;380.16;640x480
9505;380.2;640x480
9506;380.24;640x480
9507;380.28;640x480
9508;380.32;640x480
9509;380.36;640x480
9510;380.4;640x480
9511;380.44;640x480
9512;380.48;640x480
9513;380.52;640x480
9514;380.56;640x480
9515;380.6;640x480
9516;380.64;640x480
9517;380.68;640x480
9518;380.72;640x480
9519;380.76;640x480
9520;380.8;640x480
9521;380.84;640x480
9522;380.88;640x480
9523;380.92;640x480
9524;380.96;640x480
9525;381;640x480
9526;381.04;640x480
9527;381.08;640x480
9528;381.12;640x480
9529;381.16;640x480
9530;381.2;640x480
9531;381.24;640x480
9532;381.28;640x480
9533;381.32;640x480
9534;381.36;640x480
9535;381.4;640x480
9536;381.44;640x480
9537;381.48;640x480
9538;381.52;640x480
9539;381.56;640x480
9540;381.6;640x480
9541;381.64;640x480
9542;381.68;640x480
9543;381.72;640x480
9544;381.76;640x480
9545;381.8;640x480
9546;381.84;640x480
9547;381.88;640x480
9548;381.92;640x480
9549;381.96;640x480
9550;382;640x480
9551;382.04;640x480
9552;382.08;640x480
9553;382.12;640x480
9554;382.16;640x480
9555;382.2;640x480
9556;382.24;640x480
9557;382.28;640x480
9558;382.32;640x480
9559;382.36;640x480
9560;382.4;640x480
9561;382.44;640x480
9562;382.48;640x480
9563;382.52;640x480
9564;382.56;640x480
9565;382.6;640x480
9566;382.64;640x480
9567;382.68;640x480
9568;382.72;640x480
9569;382.76;640x480
9570;382.8;640x480
9571;382.84;640x480
9572;382.88;640x480
9573;382.92;640x480
9574;382.96;640x480
9575;383;640x480
9576;383.04;640x480
9577;383.08;640x480
9578;383.12;640x480
9579;383.16;640x480
9580;383.2;640x480
9581;383.24;640x480
9582;383.28;640x480
9583;383.32;640x480
9584;383.36;640x480
9585;383.4;640x480
9586;383.44;640x480
9587;383.48;640x480
9588;383.52;640x480
9589;383.56;640x480
9590;383.6;640x480
9591;383.64;640x480
9592;383.68;640x480
9593;383.72;640x480
9594;383.76;640x480
9595;383.8;640x480
9596;383.84;640x480
9597;383.88;640x480
9598;383.92;640x480
9599;383.96;640x480
9600;384;640x480
9601;384.04;640x480
9602;384.08;640x480
9603;384.12;640x480
9604;384.16;640x480
9605;384.2;640x480
9606;384.24;640x480
9607;384.28;640x480
9608;384.32;640x480
9609;384.36;640x480
9610;384.4;640x480
9611;384.44;640x480
9612;384.48;640x480
9613;384.52;640x480
9614;384.56;640x480
9615;384.6;640x480
9616;384.64;640x480
9617;384.68;640x480
9618;384.72;640x480
9619;384.76;640x480
9620;384.8;640x480
9621;384.84;640x480
9622;384.88;640x480
9623;384.92;640x480
9624;384.96;640x480
9625;385;640x480
9626;385.04;640x480
9627;385.08;640x480
9628;385.12;640x480
9629;385.16;640x480
9630;385.2;640x480
9631;385.24;640x480
9632;385.28;640x480
9633;385.32;640x480
9634;385.36;640x480
9635;385.4;640x480
9636;385.44;640x480
9637;385.48;640x480
9638;385.52;640x480
9639;385.56;640x480
9640;385.6;640x480
9641;385.64;640x480
9642;385.68;640x480
9643;385.72;640x480
9644;385.76;640x480
9645;385.8;640x480
9646;385.84;640x480
9647;385.88;640x480
9648;385.92;640x480
9649;385.96;640x480
9650;386;640x480
9651;386.04;640x480
9652;386.08;640x480
9653;386.12;640x480
9654;386.16;640x480
9655;386.2;640x480
9656;386.24;640x480
9657;386.28;640x480
9658;386.32;640x480
9659;386.36;640x480
9660;386.4;640x480
9661;386.44;640x480
9662;386.48;640x480
9663;386.52;640x480
9664;386.56;640x480
9665;386.6;640x480
9666;386.64;640x480
9667;386.68;640x480
9668;386.72;640x480
9669;386.76;640x480
9670;386.8;640x480
9671;386.84;640x480
9672;386.88;640x480
9673;386.92;640x480
9674;386.96;640x480
9675;387;640x480
9676;387.04;640x480
9677;387.08;640x480
9678;387.12;640x480
9679;387.16;640x480
9680;387.2;640x480
9681;387.24;640x480
9682;387.28;640x480
9683;387.32;640x480
9684;387.36;640x480
9685;387.4;640x480
9686;387.44;640x480
9687;387.48;640x480
9688;387.52;640x480
9689;387.56;640x480
9690;387.6;640x480
9691;387.64;640x480
9692;387.68;640x480
9693;387.72;640x480
9694;387.76;640x480
9695;387.8;640x480
9696;387.84;640x480
9697;387.88;640x480
9698;387.92;640x480
9699;387.96;640x480
9700;388;640x480
9701;388.04;640x480
9702;388.08;640x480
9703;388.12;640x480
9704;388.16;640x480
9705;388.2;640x480
9706;388.24;640x480
9707;388.28;640x480
9708;388.32;640x480
9709;388.36;640x480
9710;388.4;640x480
9711;388.44;640x480
9712;388.48;640x480
9713;388.52;640x480
9714;388.56;640x480
9715;388.6;640x480
9716;388.64;640x480
9717;388.68;640x480
9718;388.72;640x480
9719;388.76;640x480
9720;388.8;640x480
9721;388.84;640x480
9722;388.88;640x480
9723;388.92;640x480
9724;388.96;640x480
9725;389;640x480
9726;389.04;640x480
9727;389.08;640x480
9728;389.12;640x480
9729;389.16;640x480
9730;389.2;640x480
9731;389.24;640x480
9732;389.28;640x480
9733;389.32;640x480
9734;389.36;640x480
9735;389.4;640x480
9736;389.44;640x480
9737;389.48;640x480
9738;389.52;640x480
9739;389.56;640x480
9740;389.6;640x480
9741;389.64;640x480
9742;389.68;640x480
9743;389.72;640x480
9744;389.76;640x480
9745;389.8;640x480
9746;389.84;640x480
9747;389.88;640x480
9748;389.92;640x480
9749;389.96;640x480
9750;390;640x480
9751;390.04;640x480
9752;390.08;640x480
9753;390.12;640x480
9754;390.16;640x480
9755;390.2;640x480
9756;390.24;640x480
9757;390.28;640x480
9758;390.32;640x480
9759;390.36;640x480
9760;390.4;640x480
9761;390.44;640x480
9762;390.48;640x480
9763;390.52;640x480
9764;390.56;640x480
9765;390.6;640x480
9766;390.64;640x480
9767;390.68;640x480
9768;390.72;640x480
9769;390.76;640x480
9770;390.8;640x480
9771;390.84;640x480
9772;390.88;640x480
9773;390.92;640x480
9774;390.96;640x480
9775;391;640x480
9776;391.04;640x480
9777;391.08;640x480
9778;391.12;640x480
9779;391.16;640x480
9780;391.2;640x480
9781;391.24;640x480
9782;391.28;640x480
9783;391.32;640x480
9784;391.36;640x480
9785;391.4;640x480
9786;391.44;640x480
9787;391.48;640x480
9788;391.52;640x480
9789;391.56;640x480
9790;391.6;640x480
9791;391.64;640x480
9792;391.68;640x480
9793;391.72;640x480
9794;391.76;640x480
9795;391.8;640x480
9796;391.84;640x480
9797;391.88;640x480
9798;391.92;640x480
9799;391.96;640x480
9800;392;640x480
9801;392.04;640x480
9802;392.08;640x480
9803;392.12;640x480
9804;392.16;640x480
9805;392.2;640x480
9806;392.24;640x480
9807;392.28;640x480
9808;392.32;640x480
9809;392.36;640x480
9810;392.4;640x480
9811;392.44;640x480
9812;392.48;640x480
9813;392.52;640x480
9814;392.56;640x480
9815;392.6;640x480
9816;392.64;640x480
9817;392.68;640x480
9818;392.72;640x480
9819;392.76;640x480
9820;392.8;640x480
9821;392.84;640x480
9822;392.88;640x480
9823;392.92;640x480
9824;392.96;640x480
9825;393;640x480
9826;393.04;640x480
9827;393.08;640x480
9828;393.12;640x480
9829;393.16;640x480
9830;393.2;640x480
9831;393.24;640x480
9832;393.28;640x480
9833;393.32;640x480
9834;393.36;640x480
9835;393.4;640x480
9836;393.44;640x480
9837;393.48;640x480
9838;393.52;640x480
9839;393.56;640x480
9840;393.6;640x480
9841;393.64;640x480
9842;393.68;640x480
9843;393.72;640x480
9844;393.76;640x480
9845;393.8;640x480
9846;393.84;640x480
9847;393.88;640x480
9848;393.92;640x480
9849;393.96;640x480
9850;394;640x480
9851;394.04;640x480
9852;394.08;640x480
9853;394.12;640x480
9854;394.16;640x480
9855;394.2;640x480
9856;394.24;640x480
9857;394.28;640x480
9858;394.32;640x480
9859;394.36;640x480
9860;394.4;640x480
9861;394.44;640x480
9862;394.48;640x480
9863;394.52;640x480
9864;394.56;640x480
9865;394.6;640x480
9866;394.64;640x480
9867;394.68;640x480
9868;394.72;640x480
9869;394.76;640x480
9870;394.8;640x480
9871;394.84;640x480
9872;394.88;640x480
9873;394.92;640x480
9874;394.96;640x480
9875;395;640x480
9876;395.04;640x480
9877;395.08;640x480
9878;395.12;640x480
9879;395.16;640x480
9880;395.2;640x480
9881;395.24;640x480
9882;395.28;640x480
9883;395.32;640x480
9884;395.36;640x480
9885;395.4;640x480
9886;395.44;640x480
9887;395.48;640x480
9888;395.52;640x480
9889;395.56;640x480
9890;395.6;640x480
9891;395.64;640x480
9892;395.68;640x480
9893;395.72;640x480
9894;395.76;640x480
9895;395.8;640x480
9896;395.84;640x480
9897;395.88;640x480
9898;395.92;640x480
9899;395.96;640x480
9900;396;640x480
9901;396.04;640x480
9902;396.08;640x480
9903;396.12;640x480
9904;396.16;640x480
9905;396.2;640x480
9906;396.24;640x480
9907;396.28;640x480
9908;396.32;640x480
9909;396.36;640x480
9910;396.4;640x480
9911;396.44;640x480
9912;396.48;640x480
9913;396.52;640x480
9914;396.56;640x480
9915;396.6;640x480
9916;396.64;640x480
9917;396.68;640x480
9918;396.72;640x480
9919;396.76;640x480
9920;396.8;640x480
9921;396.84;640x480
9922;396.88;640x480
9923;396.92;640x480
9924;396.96;640x480
9925;397;640x480
9926;397.04;640x480
9927;397.08;640x480
9928;397.12;640x480
9929;397.16;640x480
9930;397.2;640x480
9931;397.24;640x480
9932;397.28;640x480
9933;397.32;640x480
9934;397.36;640x480
9935;397.4;640x480
9936;397.44;640x480
9937;397.48;640x480
9938;397.52;640x480
9939;397.56;640x480
9940;397.6;640x480
9941;397.64;640x480
9942;397.68;640x480
9943;397.72;640x480
9944;397.76;640x480
9945;397.8;640x480
9946;397.84;640x480
9947;397.88;640x480
9948;397.92;640x480
9949;397.96;640x480
9950;398;640x480
9951;398.04;640x480
9952;398.08;640x480
9953;398.12;640x480
9954;398.16;640x480
9955;398.2;640x480
9956;398.24;640x480
9957;398.28;640x480
9958;398.32;640x480
9959;398.36;640x480
9960;398.4;640x480
9961;398.44;640x480
9962;398.48;640x480
9963;398.52;640x480
9964;398.56;640x480
9965;398.6;640x480
9966;398.64;640x480
9967;398.68;640x480
9968;398.72;640x480
9969;398.76;640x480
9970;398.8;640x480
9971;398.84;640x480
9972;398.88;640x480
9973;398.92;640x480
9974;398.96;640x480
9975;399;640x480
9976;399.04;640x480
9977;399.08;640x480
9978;399.12;640x480
9979;399.16;640x480
9980;399.2;640x480
9981;399.24;640x480
9982;399.28;640x480
9983;399.32;640x480
9984;399.36;640x480
9985;399.4;640x480
9986;399.44;640x480
9987;399.48;640x480
9988;399.52;640x480
9989;399.56;640x480
9990;399.6;640x480
9991;399.64;640x480
9992;399.68;640x480
9993;399.72;640x480
9994;399.76;640x480
9995;399.8;640x480
9996;399.84;640x480
9997;399.88;640x480
9998;399.92;640x480
9999;399.96;640x480
10000;400;640x480
10001;400.04;640x480
10002;400.08;640x480
10003;400.12;640x480
10004;400.16;640x480
10005;400.2;640x480
10006;400.24;640x480
10007;400.28;640x480
10008;400.32;640x480
10009;400.36;640x480
10010;400.4;640x480
10011;400.44;640x480
10012;400.48;640x480
10013;400.52;640x480
10014;400.56;640x480
