frame_number;seconds;resolution
3492;139.68;640x480
3493;139.72;640x480
3494;139.76;640x480
3495;139.8;640x480
3496;139.84;640x480
3497;139.88;640x480
3498;139.92;640x480
3499;139.96;640x480
3500;140;640x480
3501;140.04;640x480
3502;140.08;640x480
3503;140.12;640x480
3504;140.16;640x480
3505;140.2;640x480
3506;140.24;640x480
3507;140.28;640x480
3508;140.32;640x480
3509;140.36;640x480
3510;140.4;640x480
3511;140.44;640x480
3512;140.48;640x480
3513;140.52;640x480
3514;140.56;640x480
3515;140.6;640x480
3516;140.64;640x480
3517;140.68;640x480
3518;140.72;640x480
3519;140.76;640x480
3520;140.8;640x480
3521;140.84;640x480
3522;140.88;640x480
3523;140.92;640x480
3524;140.96;640x480
3525;141;640x480
3526;141.04;640x480
3527;141.08;640x480
3528;141.12;640x480
3529;141.16;640x480
3530;141.2;640x480
3531;141.24;640x480
3532;141.28;640x480
3533;141.32;640x480
3534;141.36;640x480
3535;141.4;640x480
3536;141.44;640x480
3537;141.48;640x480
3538;141.52;640x480
3539;141.56;640x480
3540;141.6;640x480
3541;141.64;640x480
3542;141.68;640x480
3543;141.72;640x480
3544;141.76;640x480
3545;141.8;640x480
3546;141.84;640x480
3547;141.88;640x480
3548;141.92;640x480
3549;141.96;640x480
3550;142;640x480
3551;142.04;640x480
3552;142.08;640x480
3553;142.12;640x480
3554;142.16;640x480
3555;142.2;640x480
3556;142.24;640x480
3557;142.28;640x480
3558;142.32;640x480
3559;142.36;640x480
3560;142.4;640x480
3561;142.44;640x480
3562;142.48;640x480
3563;142.52;640x480
3564;142.56;640x480
3565;142.6;640x480
3566;142.64;640x480
3567;142.68;640x480
3568;142.72;640x480
3569;142.76;640x480
3570;142.8;640x480
3571;142.84;640x480
3572;142.88;640x480
3573;142.92;640x480
3574;142.96;640x480
3575;143;640x480
3576;143.04;640x480
3577;143.08;640x480
3578;143.12;640x480
3579;143.16;640x480
3580;143.2;640x480
3581;143.24;640x480
3582;143.28;640x480
3583;143.32;640x480
3584;143.36;640x480
3585;143.4;640x480
3586;143.44;640x480
3587;143.48;640x480
3588;143.52;640x480
3589;143.56;640x480
3590;143.6;640x480
3591;143.64;640x480
3592;143.68;640x480
3593;143.72;640x480
3594;143.76;640x480
3595;143.8;640x480
3596;143.84;640x480
3597;143.88;640x480
3598;143.92;640x480
3599;143.96;640x480
3600;144;640x480
3601;144.04;640x480
3602;144.08;640x480
3603;144.12;640x480
3604;144.16;640x480
3605;144.2;640x480
3606;144.24;640x480
3607;144.28;640x480
3608;144.32;640x480
3609;144.36;640x480
3610;144.4;640x480
3611;144.44;640x480
3612;144.48;640x480
3613;144.52;640x480
3614;144.56;640x480
3615;144.6;640x480
3616;144.64;640x480
3617;144.68;640x480
3618;144.72;640x480
3619;144.76;640x480
3620;144.8;640x480
3621;144.84;640x480
3622;144.88;640x480
3623;144.92;640x480
3624;144.96;640x480
3625;145;640x480
3626;145.04;640x480
3627;145.08;640x480
3628;145.12;640x480
3629;145.16;640x480
3630;145.2;640x480
3631;145.24;640x480
3632;145.28;640x480
3633;145.32;640x480
3634;145.36;640x480
3635;145.4;640x480
3636;145.44;640x480
3637;145.48;640x480
3638;145.52;640x480
3639;145.56;640x480
3640;145.6;640x480
3641;145.64;640x480
3642;145.68;640x480
3643;145.72;640x480
3644;145.76;640x480
3645;145.8;640x480
3646;145.84;640x480
3647;145.88;640x480
3648;145.92;640x480
3649;145.96;640x480
3650;146;640x480
3651;146.04;640x480
3652;146.08;640x480
3653;146.12;640x480
3654;146.16;640x480
3655;146.2;640x480
3656;146.24;640x480
3657;146.28;640x480
3658;146.32;640x480
3659;146.36;640x480
3660;146.4;640x480
3661;146.44;640x480
3662;146.48;640x480
3663;146.52;640x480
3664;146.56;640x480
3665;146.6;640x480
3666;146.64;640x480
3667;146.68;640x480
3668;146.72;640x480
3669;146.76;640x480
3670;146.8;640x480
3671;146.84;640x480
3672;146.88;640x480
3673;146.92;640x480
3674;146.96;640x480
3675;147;640x480
3676;147.04;640x480
3677;147.08;640x480
3678;147.12;640x480
3679;147.16;640x480
3680;147.2;640x480
3681;147.24;640x480
3682;147.28;640x480
3683;147.32;640x480
3684;147.36;640x480
3685;147.4;640x480
3686;147.44;640x480
3687;147.48;640x480
3688;147.52;640x480
3689;147.56;640x480
3690;147.6;640x480
3691;147.64;640x480
3692;147.68;640x480
3693;147.72;640x480
3694;147.76;640x480
3695;147.8;640x480
3696;147.84;640x480
3697;147.88;640x480
3698;147.92;640x480
3699;147.96;640x480
3700;148;640x480
3701;148.04;640x480
3702;148.08;640x480
3703;148.12;640x480
3704;148.16;640x480
3705;148.2;640x480
3706;148.24;640x480
3707;148.28;640x480
3708;148.32;640x480
3709;148.36;640x480
3710;148.4;640x480
3711;148.44;640x480
3712;148.48;640x480
3713;148.52;640x480
3714;148.56;640x480
3715;148.6;640x480
3716;148.64;640x480
3717;148.68;640x480
3718;148.72;640x480
3719;148.76;640x480
3720;148.8;640x480
3721;148.84;640x480
3722;148.88;640x480
3723;148.92;640x480
3724;148.96;640x480
3725;149;640x480
3726;149.04;640x480
3727;149.08;640x480
3728;149.12;640x480
3729;149.16;640x480
3730;149.2;640x480
3731;149.24;640x480
3732;149.28;640x480
3733;149.32;640x480
3734;149.36;640x480
3735;149.4;640x480
3736;149.44;640x480
3737;149.48;640x480
3738;149.52;640x480
3739;149.56;640x480
3740;149.6;640x480
3741;149.64;640x480
3742;149.68;640x480
3743;149.72;640x480
3744;149.76;640x480
3745;149.8;640x480
3746;149.84;640x480
3747;149.88;640x480
3748;149.92;640x480
3749;149.96;640x480
3750;150;640x480
3751;150.04;640x480
3752;150.08;640x480
3753;150.12;640x480
3754;150.16;640x480
3755;150.2;640x480
3756;150.24;640x480
3757;150.28;640x480
3758;150.32;640x480
3759;150.36;640x480
3760;150.4;640x480
3761;150.44;640x480
3762;150.48;640x480
3763;150.52;640x480
3764;150.56;640x480
3765;150.6;640x480
3766;150.64;640x480
3767;150.68;640x480
3768;150.72;640x480
3769;150.76;640x480
3770;150.8;640x480
3771;150.84;640x480
3772;150.88;640x480
3773;150.92;640x480
3774;150.96;640x480
3775;151;640x480
3776;151.04;640x480
3777;151.08;640x480
3778;151.12;640x480
3779;151.16;640x480
3780;151.2;640x480
3781;151.24;640x480
3782;151.28;640x480
3783;151.32;640x480
3784;151.36;640x480
3785;151.4;640x480
3786;151.44;640x480
3787;151.48;640x480
3788;151.52;640x480
3789;151.56;640x480
3790;151.6;640x480
3791;151.64;640x480
3792;151.68;640x480
3793;151.72;640x480
3794;151.76;640x480
3795;151.8;640x480
3796;151.84;640x480
3797;151.88;640x480
3798;151.92;640x480
3799;151.96;640x480
3800;152;640x480
3801;152.04;640x480
3802;152.08;640x480
3803;152.12;640x480
3804;152.16;640x480
3805;152.2;640x480
3806;152.24;640x480
3807;152.28;640x480
3808;152.32;640x480
3809;152.36;640x480
3810;152.4;640x480
3811;152.44;640x480
3812;152.48;640x480
3813;152.52;640x480
3814;152.56;640x480
3815;152.6;640x480
3816;152.64;640x480
3817;152.68;640x480
3818;152.72;640x480
3819;152.76;640x480
3820;152.8;640x480
3821;152.84;640x480
3822;152.88;640x480
3823;152.92;640x480
3824;152.96;640x480
3825;153;640x480
3826;153.04;640x480
3827;153.08;640x480
3828;153.12;640x480
3829;153.16;640x480
3830;153.2;640x480
3831;153.24;640x480
3832;153.28;640x480
3833;153.32;640x480
3834;153.36;640x480
3835;153.4;640x480
3836;153.44;640x480
3837;153.48;640x480
3838;153.52;640x480
3839;153.56;640x480
3840;153.6;640x480
3841;153.64;640x480
3842;153.68;640x480
3843;153.72;640x480
3844;153.76;640x480
3845;153.8;640x480
3846;153.84;640x480
3847;153.88;640x480
3848;153.92;640x480
3849;153.96;640x480
3850;154;640x480
3851;154.04;640x480
3852;154.08;640x480
3853;154.12;640x480
3854;154.16;640x480
3855;154.2;640x480
3856;154.24;640x480
3857;154.28;640x480
3858;154.32;640x480
3859;154.36;640x480
3860;154.4;640x480
3861;154.44;640x480
3862;154.48;640x480
3863;154.52;640x480
3864;154.56;640x480
3865;154.6;640x480
3866;154.64;640x480
3867;154.68;640x480
3868;154.72;640x480
3869;154.76;640x480
3870;154.8;640x480
3871;154.84;640x480
3872;154.88;640x480
3873;154.92;640x480
3874;154.96;640x480
3875;155;640x480
3876;155.04;640x480
3877;155.08;640x480
3878;155.12;640x480
3879;155.16;640x480
3880;155.2;640x480
3881;155.24;640x480
3882;155.28;640x480
3883;155.32;640x480
3884;155.36;640x480
3885;155.4;640x480
3886;155.44;640x480
3887;155.48;640x480
3888;155.52;640x480
3889;155.56;640x480
3890;155.6;640x480
3891;155.64;640x480
3892;155.68;640x480
3893;155.72;640x480
3894;155.76;640x480
3895;155.8;640x480
3896;155.84;640x480
3897;155.88;640x480
3898;155.92;640x480
3899;155.96;640x480
3900;156;640x480
3901;156.04;640x480
3902;156.08;640x480
3903;156.12;640x480
3904;156.16;640x480
3905;156.2;640x480
3906;156.24;640x480
3907;156.28;640x480
3908;156.32;640x480
3909;156.36;640x480
3910;156.4;640x480
3911;156.44;640x480
3912;156.48;640x480
3913;156.52;640x480
3914;156.56;640x480
3915;156.6;640x480
3916;156.64;640x480
3917;156.68;640x480
3918;156.72;640x480
3919;156.76;640x480
3920;156.8;640x480
3921;156.84;640x480
3922;156.88;640x480
3923;156.92;640x480
3924;156.96;640x480
3925;157;640x480
3926;157.04;640x480
3927;157.08;640x480
3928;157.12;640x480
3929;157.16;640x480
3930;157.2;640x480
3931;157.24;640x480
3932;157.28;640x480
3933;157.32;640x480
3934;157.36;640x480
3935;157.4;640x480
3936;157.44;640x480
3937;157.48;640x480
3938;157.52;640x480
3939;157.56;640x480
3940;157.6;640x480
3941;157.64;640x480
3942;157.68;640x480
3943;157.72;640x480
3944;157.76;640x480
3945;157.8;640x480
3946;157.84;640x480
3947;157.88;640x480
3948;157.92;640x480
3949;157.96;640x480
3950;158;640x480
3951;158.04;640x480
3952;158.08;640x480
3953;158.12;640x480
3954;158.16;640x480
3955;158.2;640x480
3956;158.24;640x480
3957;158.28;640x480
3958;158.32;640x480
3959;158.36;640x480
3960;158.4;640x480
3961;158.44;640x480
3962;158.48;640x480
3963;158.52;640x480
3964;158.56;640x480
3965;158.6;640x480
3966;158.64;640x480
3967;158.68;640x480
3968;158.72;640x480
3969;158.76;640x480
3970;158.8;640x480
3971;158.84;640x480
3972;158.88;640x480
3973;158.92;640x480
3974;158.96;640x480
3975;159;640x480
3976;159.04;640x480
3977;159.08;640x480
3978;159.12;640x480
3979;159.16;640x480
3980;159.2;640x480
3981;159.24;640x480
3982;159.28;640x480
3983;159.32;640x480
3984;159.36;640x480
3985;159.4;640x480
3986;159.44;640x480
3987;159.48;640x480
3988;159.52;640x480
3989;159.56;640x480
3990;159.6;640x480
3991;159.64;640x480
3992;159.68;640x480
3993;159.72;640x480
3994;159.76;640x480
3995;159.8;640x480
3996;159.84;640x480
3997;159.88;640x480
3998;159.92;640x480
3999;159.96;640x480
4000;160;640x480
4001;160.04;640x480
4002;160.08;640x480
4003;160.12;640x480
4004;160.16;640x480
4005;160.2;640x480
4006;160.24;640x480
4007;160.28;640x480
4008;160.32;640x480
4009;160.36;640x480
4010;160.4;640x480
4011;160.44;640x480
4012;160.48;640x480
4013;160.52;640x480
4014;160.56;640x480
4015;160.6;640x480
4016;160.64;640x480
4017;160.68;640x480
4018;160.72;640x480
4019;160.76;640x480
4020;160.8;640x480
4021;160.84;640x480
4022;160.88;640x480
4023;160.92;640x480
4024;160.96;640x480
4025;161;640x480
4026;161.04;640x480
4027;161.08;640x480
4028;161.12;640x480
4029;161.16;640x480
4030;161.2;640x480
4031;161.24;640x480
4032;161.28;640x480
4033;161.32;640x480
4034;161.36;640x480
4035;161.4;640x480
4036;161.44;640x480
4037;161.48;640x480
4038;161.52;640x480
4039;161.56;640x480
4040;161.6;640x480
4041;161.64;640x480
4042;161.68;640x480
4043;161.72;640x480
4044;161.76;640x480
4045;161.8;640x480
4046;161.84;640x480
4047;161.88;640x480
4048;161.92;640x480
4049;161.96;640x480
4050;162;640x480
4051;162.04;640x480
4052;162.08;640x480
4053;162.12;640x480
4054;162.16;640x480
4055;162.2;640x480
4056;162.24;640x480
4057;162.28;640x480
4058;162.32;640x480
4059;162.36;640x480
4060;162.4;640x480
4061;162.44;640x480
4062;162.48;640x480
4063;162.52;640x480
4064;162.56;640x480
4065;162.6;640x480
4066;162.64;640x480
4067;162.68;640x480
4068;162.72;640x480
4069;162.76;640x480
4070;162.8;640x480
4071;162.84;640x480
4072;162.88;640x480
4073;162.92;640x480
4074;162.96;640x480
4075;163;640x480
4076;163.04;640x480
4077;163.08;640x480
4078;163.12;640x480
4079;163.16;640x480
4080;163.2;640x480
4081;163.24;640x480
4082;163.28;640x480
4083;163.32;640x480
4084;163.36;640x480
4085;163.4;640x480
4086;163.44;640x480
4087;163.48;640x480
4088;163.52;640x480
4089;163.56;640x480
4090;163.6;640x480
4091;163.64;640x480
4092;163.68;640x480
4093;163.72;640x480
4094;163.76;640x480
4095;163.8;640x480
4096;163.84;640x480
4097;163.88;640x480
4098;163.92;640x480
4099;163.96;640x480
4100;164;640x480
4101;164.04;640x480
4102;164.08;640x480
4103;164.12;640x480
4104;164.16;640x480
4105;164.2;640x480
4106;164.24;640x480
4107;164.28;640x480
4108;164.32;640x480
4109;164.36;640x480
4110;164.4;640x480
4111;164.44;640x480
4112;164.48;640x480
4113;164.52;640x480
4114;164.56;640x480
4115;164.6;640x480
4116;164.64;640x480
4117;164.68;640x480
4118;164.72;640x480
4119;164.76;640x480
4120;164.8;640x480
4121;164.84;640x480
4122;164.88;640x480
4123;164.92;640x480
4124;164.96;640x480
4125;165;640x480
4126;165.04;640x480
4127;165.08;640x480
4128;165.12;640x480
4129;165.16;640x480
4130;165.2;640x480
4131;165.24;640x480
4132;165.28;640x480
4133;165.32;640x480
4134;165.36;640x480
4135;165.4;640x480
4136;165.44;640x480
4137;165.48;640x480
4138;165.52;640x480
4139;165.56;640x480
4140;165.6;640x480
4141;165.64;640x480
4142;165.68;640x480
4143;165.72;640x480
4144;165.76;640x480
4145;165.8;640x480
4146;165.84;640x480
4147;165.88;640x480
4148;165.92;640x480
4149;165.96;640x480
4150;166;640x480
4151;166.04;640x480
4152;166.08;640x480
4153;166.12;640x480
4154;166.16;640x480
4155;166.2;640x480
4156;166.24;640x480
4157;166.28;640x480
4158;166.32;640x480
4159;166.36;640x480
4160;166.4;640x480
4161;166.44;640x480
4162;166.48;640x480
4163;166.52;640x480
4164;166.56;640x480
4165;166.6;640x480
4166;166.64;640x480
4167;166.68;640x480
4168;166.72;640x480
4169;166.76;640x480
4170;166.8;640x480
4171;166.84;640x480
4172;166.88;640x480
4173;166.92;640x480
4174;166.96;640x480
4175;167;640x480
4176;167.04;640x480
4177;167.08;640x480
4178;167.12;640x480
4179;167.16;640x480
4180;167.2;640x480
4181;167.24;640x480
4182;167.28;640x480
4183;167.32;640x480
4184;167.36;640x480
4185;167.4;640x480
4186;167.44;640x480
4187;167.48;640x480
4188;167.52;640x480
4189;167.56;640x480
4190;167.6;640x480
4191;167.64;640x480
4192;167.68;640x480
4193;167.72;640x480
4194;167.76;640x480
4195;167.8;640x480
4196;167.84;640x480
4197;167.88;640x480
4198;167.92;640x480
4199;167.96;640x480
4200;168;640x480
4201;168.04;640x480
4202;168.08;640x480
4203;168.12;640x480
4204;168.16;640x480
4205;168.2;640x480
4206;168.24;640x480
4207;168.28;640x480
4208;168.32;640x480
4209;168.36;640x480
4210;168.4;640x480
4211;168.44;640x480
4212;168.48;640x480
4213;168.52;640x480
4214;168.56;640x480
4215;168.6;640x480
4216;168.64;640x480
4217;168.68;640x480
4218;168.72;640x480
4219;168.76;640x480
4220;168.8;640x480
4221;168.84;640x480
4222;168.88;640x480
4223;168.92;640x480
4224;168.96;640x480
4225;169;640x480
4226;169.04;640x480
4227;169.08;640x480
4228;169.12;640x480
4229;169.16;640x480
4230;169.2;640x480
4231;169.24;640x480
4232;169.28;640x480
4233;169.32;640x480
4234;169.36;640x480
4235;169.4;640x480
4236;169.44;640x480
4237;169.48;640x480
4238;169.52;640x480
4239;169.56;640x480
4240;169.6;640x480
4241;169.64;640x480
4242;169.68;640x480
4243;169.72;640x480
4244;169.76;640x480
4245;169.8;640x480
4246;169.84;640x480
4247;169.88;640x480
4248;169.92;640x480
4249;169.96;640x480
4250;170;640x480
4251;170.04;640x480
4252;170.08;640x480
4253;170.12;640x480
4254;170.16;640x480
4255;170.2;640x480
4256;170.24;640x480
4257;170.28;640x480
4258;170.32;640x480
4259;170.36;640x480
4260;170.4;640x480
4261;170.44;640x480
4262;170.48;640x480
4263;170.52;640x480
4264;170.56;640x480
4265;170.6;640x480
4266;170.64;640x480
4267;170.68;640x480
4268;170.72;640x480
4269;170.76;640x480
4270;170.8;640x480
4271;170.84;640x480
4272;170.88;640x480
4273;170.92;640x480
4274;170.96;640x480
4275;171;640x480
4276;171.04;640x480
4277;171.08;640x480
4278;171.12;640x480
4279;171.16;640x480
4280;171.2;640x480
4281;171.24;640x480
4282;171.28;640x480
4283;171.32;640x480
4284;171.36;640x480
4285;171.4;640x480
4286;171.44;640x480
4287;171.48;640x480
4288;171.52;640x480
4289;171.56;640x480
4290;171.6;640x480
4291;171.64;640x480
4292;171.68;640x480
4293;171.72;640x480
4294;171.76;640x480
4295;171.8;640x480
4296;171.84;640x480
4297;171.88;640x480
4298;171.92;640x480
4299;171.96;640x480
4300;172;640x480
4301;172.04;640x480
4302;172.08;640x480
4303;172.12;640x480
4304;172.16;640x480
4305;172.2;640x480
4306;172.24;640x480
4307;172.28;640x480
4308;172.32;640x480
4309;172.36;640x480
4310;172.4;640x480
4311;172.44;640x480
4312;172.48;640x480
4313;172.52;640x480
4314;172.56;640x480
4315;172.6;640x480
4316;172.64;640x480
4317;172.68;640x480
4318;172.72;640x480
4319;172.76;640x480
4320;172.8;640x480
4321;172.84;640x480
4322;172.88;640x480
4323;172.92;640x480
4324;172.96;640x480
4325;173;640x480
4326;173.04;640x480
4327;173.08;640x480
4328;173.12;640x480
4329;173.16;640x480
4330;173.2;640x480
4331;173.24;640x480
4332;173.28;640x480
4333;173.32;640x480
4334;173.36;640x480
4335;173.4;640x480
4336;173.44;640x480
4337;173.48;640x480
4338;173.52;640x480
4339;173.56;640x480
4340;173.6;640x480
4341;173.64;640x480
4342;173.68;640x480
4343;173.72;640x480
4344;173.76;640x480
4345;173.8;640x480
4346;173.84;640x480
4347;173.88;640x480
4348;173.92;640x480
4349;173.96;640x480
4350;174;640x480
4351;174.04;640x480
4352;174.08;640x480
4353;174.12;640x480
4354;174.16;640x480
4355;174.2;640x480
4356;174.24;640x480
4357;174.28;640x480
4358;174.32;640x480
4359;174.36;640x480
4360;174.4;640x480
4361;174.44;640x480
4362;174.48;640x480
4363;174.52;640x480
4364;174.56;640x480
4365;174.6;640x480
4366;174.64;640x480
4367;174.68;640x480
4368;174.72;640x480
4369;174.76;640x480
4370;174.8;640x480
4371;174.84;640x480
4372;174.88;640x480
4373;174.92;640x480
4374;174.96;640x480
4375;175;640x480
4376;175.04;640x480
4377;175.08;640x480
4378;175.12;640x480
4379;175.16;640x480
4380;175.2;640x480
4381;175.24;640x480
4382;175.28;640x480
4383;175.32;640x480
4384;175.36;640x480
4385;175.4;640x480
4386;175.44;640x480
4387;175.48;640x480
4388;175.52;640x480
4389;175.56;640x480
4390;175.6;640x480
4391;175.64;640x480
4392;175.68;640x480
4393;175.72;640x480
4394;175.76;640x480
4395;175.8;640x480
4396;175.84;640x480
4397;175.88;640x480
4398;175.92;640x480
4399;175.96;640x480
4400;176;640x480
4401;176.04;640x480
4402;176.08;640x480
4403;176.12;640x480
4404;176.16;640x480
4405;176.2;640x480
4406;176.24;640x480
4407;176.28;640x480
4408;176.32;640x480
4409;176.36;640x480
4410;176.4;640x480
4411;176.44;640x480
4412;176.48;640x480
4413;176.52;640x480
4414;176.56;640x480
4415;176.6;640x480
4416;176.64;640x480
4417;176.68;640x480
4418;176.72;640x480
4419;176.76;640x480
4420;176.8;640x480
4421;176.84;640x480
4422;176.88;640x480
4423;176.92;640x480
4424;176.96;640x480
4425;177;640x480
4426;177.04;640x480
4427;177.08;640x480
4428;177.12;640x480
4429;177.16;640x480
4430;177.2;640x480
4431;177.24;640x480
4432;177.28;640x480
4433;177.32;640x480
4434;177.36;640x480
4435;177.4;640x480
4436;177.44;640x480
4437;177.48;640x480
4438;177.52;640x480
4439;177.56;640x480
4440;177.6;640x480
4441;177.64;640x480
4442;177.68;640x480
4443;177.72;640x480
4444;177.76;640x480
4445;177.8;640x480
4446;177.84;640x480
4447;177.88;640x480
4448;177.92;640x480
4449;177.96;640x480
4450;178;640x480
4451;178.04;640x480
4452;178.08;640x480
4453;178.12;640x480
4454;178.16;640x480
4455;178.2;640x480
4456;178.24;640x480
4457;178.28;640x480
4458;178.32;640x480
4459;178.36;640x480
4460;178.4;640x480
4461;178.44;640x480
4462;178.48;640x480
4463;178.52;640x480
4464;178.56;640x480
4465;178.6;640x480
4466;178.64;640x480
4467;178.68;640x480
4468;178.72;640x480
4469;178.76;640x480
4470;178.8;640x480
4471;178.84;640x480
4472;178.88;640x480
4473;178.92;640x480
4474;178.96;640x480
4475;179;640x480
4476;179.04;640x480
4477;179.08;640x480
4478;179.12;640x480
4479;179.16;640x480
4480;179.2;640x480
4481;179.24;640x480
4482;179.28;640x480
4483;179.32;640x480
4484;179.36;640x480
4485;179.4;640x480
4486;179.44;640x480
4487;179.48;640x480
4488;179.52;640x480
4489;179.56;640x480
4490;179.6;640x480
4491;179.64;640x480
4492;179.68;640x480
4493;179.72;640x480
4494;179.76;640x480
4495;179.8;640x480
4496;179.84;640x480
4497;179.88;640x480
4498;179.92;640x480
4499;179.96;640x480
4500;180;640x480
4501;180.04;640x480
4502;180.08;640x480
4503;180.12;640x480
4504;180.16;640x480
4505;180.2;640x480
4506;180.24;640x480
4507;180.28;640x480
4508;180.32;640x480
4509;180.36;640x480
4510;180.4;640x480
4511;180.44;640x480
4512;180.48;640x480
4513;180.52;640x480
4514;180.56;640x480
4515;180.6;640x480
4516;180.64;640x480
4517;180.68;640x480
4518;180.72;640x480
4519;180.76;640x480
4520;180.8;640x480
4521;180.84;640x480
4522;180.88;640x480
4523;180.92;640x480
4524;180.96;640x480
4525;181;640x480
4526;181.04;640x480
4527;181.08;640x480
4528;181.12;640x480
4529;181.16;640x480
4530;181.2;640x480
4531;181.24;640x480
4532;181.28;640x480
4533;181.32;640x480
4534;181.36;640x480
4535;181.4;640x480
4536;181.44;640x480
4537;181.48;640x480
4538;181.52;640x480
4539;181.56;640x480
4540;181.6;640x480
4541;181.64;640x480
4542;181.68;640x480
4543;181.72;640x480
4544;181.76;640x480
4545;181.8;640x480
4546;181.84;640x480
4547;181.88;640x480
4548;181.92;640x480
4549;181.96;640x480
4550;182;640x480
4551;182.04;640x480
4552;182.08;640x480
4553;182.12;640x480
4554;182.16;640x480
4555;182.2;640x480
4556;182.24;640x480
4557;182.28;640x480
4558;182.32;640x480
4559;182.36;640x480
4560;182.4;640x480
4561;182.44;640x480
4562;182.48;640x480
4563;182.52;640x480
4564;182.56;640x480
4565;182.6;640x480
4566;182.64;640x480
4567;182.68;640x480
4568;182.72;640x480
4569;182.76;640x480
4570;182.8;640x480
4571;182.84;640x480
4572;182.88;640x480
4573;182.92;640x480
4574;182.96;640x480
4575;183;640x480
4576;183.04;640x480
4577;183.08;640x480
4578;183.12;640x480
4579;183.16;640x480
4580;183.2;640x480
4581;183.24;640x480
4582;183.28;640x480
4583;183.32;640x480
4584;183.36;640x480
4585;183.4;640x480
4586;183.44;640x480
4587;183.48;640x480
4588;183.52;640x480
4589;183.56;640x480
4590;183.6;640x480
4591;183.64;640x480
4592;183.68;640x480
4593;183.72;640x480
4594;183.76;640x480
4595;183.8;640x480
4596;183.84;640x480
4597;183.88;640x480
4598;183.92;640x480
4599;183.96;640x480
4600;184;640x480
4601;184.04;640x480
4602;184.08;640x480
4603;184.12;640x480
4604;184.16;640x480
4605;184.2;640x480
4606;184.24;640x480
4607;184.28;640x480
4608;184.32;640x480
4609;184.36;640x480
4610;184.4;640x480
4611;184.44;640x480
4612;184.48;640x480
4613;184.52;640x480
4614;184.56;640x480
4615;184.6;640x480
4616;184.64;640x480
4617;184.68;640x480
4618;184.72;640x480
4619;184.76;640x480
4620;184.8;640x480
4621;184.84;640x480
4622;184.88;640x480
4623;184.92;640x480
4624;184.96;640x480
4625;185;640x480
4626;185.04;640x480
4627;185.08;640x480
4628;185.12;640x480
4629;185.16;640x480
4630;185.2;640x480
4631;185.24;640x480
4632;185.28;640x480
4633;185.32;640x480
4634;185.36;640x480
4635;185.4;640x480
4636;185.44;640x480
4637;185.48;640x480
4638;185.52;640x480
4639;185.56;640x480
4640;185.6;640x480
4641;185.64;640x480
4642;185.68;640x480
4643;185.72;640x480
4644;185.76;640x480
4645;185.8;640x480
4646;185.84;640x480
4647;185.88;640x480
4648;185.92;640x480
4649;185.96;640x480
4650;186;640x480
4651;186.04;640x480
4652;186.08;640x480
4653;186.12;640x480
4654;186.16;640x480
4655;186.2;640x480
4656;186.24;640x480
4657;186.28;640x480
4658;186.32;640x480
4659;186.36;640x480
4660;186.4;640x480
4661;186.44;640x480
4662;186.48;640x480
4663;186.52;640x480
4664;186.56;640x480
4665;186.6;640x480
4666;186.64;640x480
4667;186.68;640x480
4668;186.72;640x480
4669;186.76;640x480
4670;186.8;640x480
4671;186.84;640x480
4672;186.88;640x480
4673;186.92;640x480
4674;186.96;640x480
4675;187;640x480
4676;187.04;640x480
4677;187.08;640x480
4678;187.12;640x480
4679;187.16;640x480
4680;187.2;640x480
4681;187.24;640x480
4682;187.28;640x480
4683;187.32;640x480
4684;187.36;640x480
4685;187.4;640x480
4686;187.44;640x480
4687;187.48;640x480
4688;187.52;640x480
4689;187.56;640x480
4690;187.6;640x480
4691;187.64;640x480
4692;187.68;640x480
4693;187.72;640x480
4694;187.76;640x480
4695;187.8;640x480
4696;187.84;640x480
4697;187.88;640x480
4698;187.92;640x480
4699;187.96;640x480
4700;188;640x480
4701;188.04;640x480
4702;188.08;640x480
4703;188.12;640x480
4704;188.16;640x480
4705;188.2;640x480
4706;188.24;640x480
4707;188.28;640x480
4708;188.32;640x480
4709;188.36;640x480
4710;188.4;640x480
4711;188.44;640x480
4712;188.48;640x480
4713;188.52;640x480
4714;188.56;640x480
4715;188.6;640x480
4716;188.64;640x480
4717;188.68;640x480
4718;188.72;640x480
4719;188.76;640x480
4720;188.8;640x480
4721;188.84;640x480
4722;188.88;640x480
4723;188.92;640x480
4724;188.96;640x480
4725;189;640x480
4726;189.04;640x480
4727;189.08;640x480
4728;189.12;640x480
4729;189.16;640x480
4730;189.2;640x480
4731;189.24;640x480
4732;189.28;640x480
4733;189.32;640x480
4734;189.36;640x480
4735;189.4;640x480
4736;189.44;640x480
4737;189.48;640x480
4738;189.52;640x480
4739;189.56;640x480
4740;189.6;640x480
4741;189.64;640x480
4742;189.68;640x480
4743;189.72;640x480
4744;189.76;640x480
4745;189.8;640x480
4746;189.84;640x480
4747;189.88;640x480
4748;189.92;640x480
4749;189.96;640x480
4750;190;640x480
4751;190.04;640x480
4752;190.08;640x480
4753;190.12;640x480
4754;190.16;640x480
4755;190.2;640x480
4756;190.24;640x480
4757;190.28;640x480
4758;190.32;640x480
4759;190.36;640x480
4760;190.4;640x480
4761;190.44;640x480
4762;190.48;640x480
4763;190.52;640x480
4764;190.56;640x480
4765;190.6;640x480
4766;190.64;640x480
4767;190.68;640x480
4768;190.72;640x480
4769;190.76;640x480
4770;190.8;640x480
4771;190.84;640x480
